EmployeeID,DateOfHire,Department,JobProfile,JobType,JobTitle,Salary,MidpointWage,PerformanceGrade
1912081,23/12/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2557,2507,2.63
2203051,03/03/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2557,2507,2.6
2210112,19/10/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2557,2507,3.74
2110142,17/10/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2557,2507,3.42
2312133,22/12/2023,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2557,2507,2.87
1503041,13/03/2015,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2577,2962,2.9
2204131,11/04/2022,Customer Service,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2578,2222,4
220502,09/05/2022,Customer Service,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2578,2222,3.85
1904053,22/04/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,2.64
1412183,15/12/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,3.02
1403181,03/03/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,3.74
2201122,21/01/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,3.74
1507151,17/07/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,2.78
1503032,14/03/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,2.97
2010011,10/10/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,2.97
1902032,13/02/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,2.6
1901081,11/01/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2582,2507,2.82
2208011,02/08/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2582,2507,3.63
1901102,17/01/2019,Corporate,Individual Contributor,2. Junior Analyst,Junior Facilities Analyst,2600,2222,3.08
1608141,15/08/2016,Customer Service,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2600,2222,2.89
2202102,20/02/2022,Customer Service,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2600,2222,3.85
211001,07/10/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2607,2507,2.6
1803072,25/03/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2607,2507,2.64
2009021,07/09/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2607,2507,2.54
2101071,09/01/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2607,2962,2.91
1801164,19/01/2018,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2607,2962,2.91
1609171,11/09/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2632,2507,2.82
1507091,10/07/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,2.6
1907102,21/07/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,2.63
2111092,25/11/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,3.42
1702051,12/02/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,2.97
1901181,07/01/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2632,2507,2.82
200501,21/05/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,2.64
1701032,10/01/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,2.97
2001062,15/01/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,2.22
1502032,07/02/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2632,2507,2.64
1608071,05/08/2016,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2636,2962,2.9
2202121,04/02/2022,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2636,2962,2.91
1510171,15/10/2015,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2636,2962,2.93
2010141,23/10/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2657,2507,2.98
1805011,07/05/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2657,2507,3.63
2008072,05/08/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2657,2507,2.22
1512111,17/12/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2657,2507,2.64
2105102,12/05/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2657,2507,2.97
1812082,11/12/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2657,2507,2.6
1504131,02/04/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2657,2507,3.74
1705092,09/05/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,2666,2962,2.95
210501,03/05/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2666,2962,2.91
1911131,04/11/2019,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2666,2962,2.93
2102172,20/02/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2666,2962,2.91
2111031,11/11/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,2666,2962,2.95
1707143,20/07/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2682,2507,3.58
1806023,14/06/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2682,2507,2.63
2110141,09/10/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2682,2507,3.63
2309201,06/09/2023,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2682,2507,2.78
1410132,18/10/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2682,2507,2.54
1907163,24/07/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2682,2507,2.54
1404151,11/04/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2682,2507,3.74
1801033,19/01/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2682,2507,2.98
1605161,13/05/2016,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,2695,2962,2.95
2303092,24/03/2023,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2695,2962,2.9
1409061,05/09/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,2695,2962,2.95
1709152,25/09/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2708,2507,2.78
1708201,13/08/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2708,2507,2.64
1508192,07/08/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2708,2507,2.82
1409021,05/09/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2708,2507,2.22
1406021,03/06/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2708,2507,2.64
2309191,23/09/2023,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2708,2507,3.02
1603013,20/03/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2708,2507,2.54
1705161,17/05/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2708,2507,2.87
2002101,15/02/2020,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,2723,3094,3.16
1401001,22/01/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2725,2962,2.9
1901131,03/01/2019,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2725,2962,2.93
2109091,05/09/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2725,2962,2.93
1909131,05/09/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,2.6
1607022,22/07/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,2.54
1901141,12/01/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,2.63
1512152,10/12/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,3.74
1708101,02/08/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,3.63
1802181,20/02/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,3.02
1612081,01/12/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,3.02
1408163,23/08/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,2.97
2212202,15/12/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,3.63
2005121,05/05/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2733,2507,3.74
1709031,06/09/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2758,2507,2.82
2012191,19/12/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2758,2507,2.6
1909101,02/09/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2758,2507,3.58
1905013,14/05/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2758,2507,3.74
2205031,08/05/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2758,2507,2.78
1605162,24/05/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.6
2207151,23/07/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.78
1804041,02/04/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,3.42
1912111,17/12/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.97
1611111,09/11/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,3.02
1711083,22/11/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.87
1911033,18/11/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.54
1401062,05/01/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.63
1404071,07/04/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.97
1707112,21/07/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2783,2507,2.87
230701,05/07/2023,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2784,2962,2.9
2205141,18/05/2022,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,2784,2962,2.95
2004144,22/04/2020,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2784,2962,2.9
1411092,13/11/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2808,2507,2.22
2110052,10/10/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2808,2507,2.82
2012061,25/12/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2808,2507,2.82
2004182,23/04/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2808,2507,2.98
211202,23/12/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2808,2507,2.54
1802132,23/02/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2833,2507,2.6
1602141,24/02/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2833,2507,3.63
1907052,08/07/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2833,2507,3.74
1806061,20/06/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2833,2507,2.63
2306102,15/06/2023,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2833,2507,2.64
2206132,18/06/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2833,2507,2.6
2105121,02/05/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2833,2507,2.87
2010091,24/10/2020,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2844,2962,2.93
1611073,17/11/2016,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,2846,3094,3.16
140801,06/08/2014,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,2846,3094,3.16
1505142,12/05/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,2.78
211201,07/12/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2858,2507,2.98
1801165,21/01/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,2.64
140901,08/09/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2858,2507,2.98
1902051,06/02/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,2.54
200101,06/01/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,2.6
2001043,06/01/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,2.22
1401131,14/01/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,3.42
1903171,07/03/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2858,2507,2.82
2302151,16/02/2023,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,2.97
1402091,21/02/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2858,2507,2.63
1704091,04/04/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2873,2962,2.93
1604081,04/04/2016,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,2877,3094,3.16
2311151,12/11/2023,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2883,2507,2.98
2007171,13/07/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2883,2507,2.54
1712081,25/12/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2883,2507,2.78
2203091,23/03/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2883,2507,3.02
2101061,16/01/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2883,2507,2.82
150901,04/09/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2883,2507,2.78
2309012,25/09/2023,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2883,2507,2.64
1402071,13/02/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2883,2507,2.87
1701071,15/01/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2903,2962,2.93
2010201,07/10/2020,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2903,2962,2.93
170303,17/03/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2903,2962,2.93
1505121,06/05/2015,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,2903,2962,2.95
1406111,03/06/2014,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2908,2507,2.82
1608111,13/08/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2908,2507,3.42
2104142,08/04/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2908,2507,3.74
1709061,20/09/2017,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2908,2507,3.02
1610062,09/10/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2908,2507,3.42
190601,06/06/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2908,2507,2.22
1509121,13/09/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2908,2507,3.02
2112081,24/12/2021,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2908,2507,2.6
1807061,03/07/2018,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2932,2962,2.9
160904,24/09/2016,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2933,2507,3.58
2006134,18/06/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2933,2507,3.58
1503011,23/03/2015,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2933,2507,3.74
1904154,22/04/2019,Operations,Individual Contributor,2. Junior Analyst,Junior Customer Service Analyst,2933,2507,2.98
1808113,24/08/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2933,2507,2.63
1805112,19/05/2018,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2933,2507,2.22
2010151,06/10/2020,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2933,2507,3.42
2211194,19/11/2022,Operations,Individual Contributor,2. Junior Analyst,Junior Business Analyst,2933,2507,3.02
1606011,02/06/2016,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,2939,3094,3.16
1705051,05/05/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,2962,2962,2.9
2309103,09/09/2023,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,2962,2962,2.95
1903091,01/03/2019,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,2992,2962,2.93
1410151,12/10/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3021,2962,2.91
1703181,10/03/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3021,2962,2.93
1904052,22/04/2019,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3021,2962,2.95
1711193,17/11/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3021,2962,2.91
1401181,04/01/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3051,2962,2.93
2111112,17/11/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,3051,2962,2.9
200203,17/02/2020,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3063,3094,3.16
2302193,21/02/2023,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3080,2962,2.91
2206192,24/06/2022,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3110,2962,2.95
1408041,08/08/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3169,2962,2.93
1809033,19/09/2018,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3169,2962,2.91
2307121,14/07/2023,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3199,2962,2.95
2002191,17/02/2020,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3229,2962,2.91
1408202,24/08/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3229,2962,2.91
1507201,06/07/2015,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,3258,2962,2.9
2211022,18/11/2022,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3258,2962,2.95
2002081,03/02/2020,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3258,2962,2.95
1710171,13/10/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3288,2962,2.91
1606131,02/06/2016,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3288,2962,2.91
1909181,16/09/2019,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,3288,2962,2.9
1504033,05/04/2015,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,3288,2962,2.9
2308071,25/08/2023,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3288,2962,2.93
1704062,14/04/2017,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,3317,2962,2.9
2009141,01/09/2020,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3317,2962,2.95
1401011,17/01/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3317,2962,2.93
2007103,22/07/2020,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3342,3094,3.16
1503161,15/03/2015,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,3347,2962,2.9
1602031,03/02/2016,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3372,3094,3.16
1406092,15/06/2014,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3372,3094,3.16
1408162,11/08/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3406,2962,2.95
2102122,17/02/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Junior Back-end Developer,3406,2962,2.95
2111042,25/11/2021,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3406,2962,2.91
2210042,13/10/2022,Tech & Product,Individual Contributor,2. Junior Analyst,Trainee Software Developer,3406,2962,2.9
1411131,14/11/2014,Tech & Product,Individual Contributor,2. Junior Analyst,Junior QA Analyst,3436,2962,2.91
1405101,17/05/2014,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3465,3094,3.16
1509122,22/09/2015,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3527,3094,3.16
1402171,09/02/2014,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3558,3094,3.16
1603081,19/03/2016,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3620,3094,3.16
1909103,17/09/2019,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3620,3094,3.16
1711082,16/11/2017,Marketing,Individual Contributor,2. Junior Analyst,Junior Marketing Analyst,3620,3094,3.16
2303062,10/03/2023,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Sales Strategy Analyst,2610,3000,3.33
1705022,25/05/2017,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Quality Analyst,2610,3000,2.9
1905202,23/05/2019,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2610,3000,1.94
2105032,16/05/2021,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2640,3000,2.94
2101121,17/01/2021,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2640,3000,1.78
1907011,17/07/2019,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2640,3000,1.78
2105052,14/05/2021,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Sales Strategy Analyst,2640,3000,3.33
2212092,11/12/2022,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Quality Analyst,2640,3000,2.9
1708171,12/08/2017,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2670,3000,1.94
1601181,25/01/2016,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2670,3000,1.78
2006133,16/06/2020,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Quality Analyst,2670,3000,2.9
1403071,04/03/2014,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2670,3000,1.94
1612071,01/12/2016,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2670,3000,2.94
1608112,16/08/2016,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Quality Analyst,2670,3000,2.9
1903131,04/03/2019,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2700,3000,2.94
2011192,22/11/2020,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2700,3000,2.94
1909201,11/09/2019,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2700,3000,2.94
1602182,02/02/2016,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2700,3000,2.94
2210101,15/10/2022,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2721,3128,2.79
1808043,22/08/2018,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2730,3000,2.78
1805101,12/05/2018,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Quality Analyst,2730,3000,2.9
2108031,19/08/2021,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2753,3128,3.27
2201131,19/01/2022,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Quality Analyst,2760,3000,2.9
2005111,04/05/2020,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2760,3000,2.78
2310141,10/10/2023,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2760,3000,2.98
1802052,15/02/2018,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2784,3128,3.27
1407011,16/07/2014,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2784,3128,3.27
2205192,09/05/2022,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2790,3000,1.78
1703131,13/03/2017,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2790,3000,3.03
2006022,11/06/2020,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Sales Strategy Analyst,2790,3000,3.33
1812201,03/12/2018,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2790,3000,2.94
1804032,16/04/2018,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Sales Strategy Analyst,2790,3000,3.33
1809121,02/09/2018,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2790,3000,3.03
2211171,02/11/2022,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2790,3000,1.94
1808142,23/08/2018,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2815,3128,2.54
2308171,11/08/2023,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2820,3000,3.03
2208131,20/08/2022,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2820,3000,2.98
1709051,13/09/2017,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2820,3000,1.94
1610121,05/10/2016,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2820,3000,1.78
2210141,18/10/2022,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2820,3000,2.98
1608061,15/08/2016,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2846,3128,2.54
2107192,12/07/2021,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2850,3000,2.94
1411192,17/11/2014,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2850,3000,1.94
201102,16/11/2020,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Sales Strategy Analyst,2850,3000,3.33
1707161,22/07/2017,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2850,3000,2.94
2001042,06/01/2020,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2878,3128,3.27
1509101,21/09/2015,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2880,3000,2.78
1503152,12/03/2015,Customer Service,Individual Contributor,3. Mid-Level Analyst,Senior Customer Service Analyst,2909,3128,2.79
1810091,24/10/2018,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2910,3000,1.78
2205171,07/05/2022,Sales,Individual Contributor,3. Mid-Level Analyst,Senior Business Analyst,2910,3000,2.94
